;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_White;D65_Blue;D65_Skin;D65_Yellow;D50_White;D50_Blue;D50_Skin;D50_Yellow;L1_White;L1_Blue;L1_Skin;L1_Yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
Time;09:23:14;09:25:54;09:31:56;09:34:22;09:45:08;09:47:48;09:49:18;09:49:34;09:59:28;10:00:28;10:00:42;10:00:59
945;6,45010E-02;3,26344E-02;4,46457E-02;4,97785E-02;3,35523E-02;1,44957E-02;1,93633E-02;2,30923E-02;1,88268E-05;-9,65968E-06;-2,45628E-05;-8,98257E-05
946;6,40814E-02;3,24835E-02;4,52076E-02;5,12028E-02;3,37848E-02;1,45307E-02;1,95108E-02;2,29828E-02;-1,13076E-04;-4,56375E-05;-3,07427E-05;1,18420E-04
947;6,34644E-02;3,20482E-02;4,39259E-02;4,88129E-02;3,32583E-02;1,42232E-02;1,91889E-02;2,26595E-02;1,03085E-04;-1,40128E-05;6,61830E-05;-1,19946E-04
948;6,17473E-02;3,16168E-02;4,36923E-02;4,93011E-02;3,20464E-02;1,39785E-02;1,86882E-02;2,21242E-02;2,47791E-04;1,44626E-05;-7,00275E-05;7,61575E-05
949;5,98672E-02;3,12614E-02;4,28425E-02;4,89602E-02;3,26725E-02;1,34982E-02;1,80251E-02;2,15187E-02;2,58356E-04;-6,27211E-06;-1,12721E-05;-6,48504E-05
950;5,92514E-02;3,08458E-02;4,24601E-02;4,78777E-02;3,15131E-02;1,32169E-02;1,74878E-02;2,07345E-02;-2,60004E-04;-8,97172E-06;-4,78452E-05;-3,77836E-05
951;5,54885E-02;2,94053E-02;4,05143E-02;4,68899E-02;3,05945E-02;1,27679E-02;1,67707E-02;1,99774E-02;8,66106E-05;2,79883E-05;-9,13533E-05;-7,64572E-07
952;5,54128E-02;2,85523E-02;3,88465E-02;4,47180E-02;3,05297E-02;1,22072E-02;1,59556E-02;1,90638E-02;-7,48320E-05;-2,61442E-05;-7,13695E-05;-3,59175E-05
953;5,20319E-02;2,73307E-02;3,74845E-02;4,32308E-02;2,81665E-02;1,14222E-02;1,48652E-02;1,80692E-02;2,54222E-04;4,78070E-06;-9,11358E-06;4,95199E-05
954;4,99928E-02;2,62281E-02;3,56674E-02;4,25140E-02;2,77838E-02;1,11516E-02;1,44029E-02;1,74572E-02;4,21275E-05;2,75225E-05;6,92423E-06;9,53235E-05
955;4,70452E-02;2,50767E-02;3,47459E-02;4,06472E-02;2,65597E-02;1,04682E-02;1,33928E-02;1,64163E-02;-5,46503E-05;-1,42745E-05;-3,32114E-05;-5,23979E-06
956;4,55674E-02;2,33747E-02;3,28384E-02;3,95448E-02;2,45259E-02;1,00370E-02;1,29158E-02;1,55598E-02;1,18114E-04;-2,76155E-05;7,06311E-05;9,18989E-05
957;4,30225E-02;2,30774E-02;3,20838E-02;3,76574E-02;2,29839E-02;9,56378E-03;1,21933E-02;1,53315E-02;-1,41729E-04;2,98670E-05;6,80591E-05;-8,65353E-05
958;4,12044E-02;2,17010E-02;3,01076E-02;3,63860E-02;2,20626E-02;9,04776E-03;1,18171E-02;1,43891E-02;9,41419E-05;-4,38304E-05;2,45497E-05;6,94096E-05
959;4,03100E-02;2,09353E-02;2,86767E-02;3,46268E-02;2,17806E-02;8,77620E-03;1,12901E-02;1,37864E-02;-2,20724E-05;3,41025E-05;3,79543E-05;1,02302E-04
960;3,81908E-02;2,00683E-02;2,71504E-02;3,39544E-02;1,99806E-02;8,37636E-03;1,06741E-02;1,28093E-02;3,60241E-04;-5,15353E-05;-3,41666E-05;3,45651E-05
961;3,73314E-02;1,95419E-02;2,66470E-02;3,16838E-02;2,01820E-02;8,26246E-03;1,04884E-02;1,29954E-02;2,09131E-04;-2,15252E-05;2,90571E-05;-5,77932E-05
962;3,61602E-02;1,87556E-02;2,55754E-02;3,09987E-02;1,85063E-02;7,91492E-03;9,93682E-03;1,25596E-02;-1,18935E-04;3,11657E-06;-3,47785E-05;-4,49638E-05
963;3,58475E-02;1,88353E-02;2,40319E-02;3,04095E-02;1,87438E-02;7,63919E-03;9,83053E-03;1,23807E-02;3,65336E-04;4,73055E-05;-9,22087E-06;1,14732E-06
964;3,37090E-02;1,81928E-02;2,40465E-02;3,05013E-02;1,73912E-02;7,48563E-03;9,57701E-03;1,23223E-02;3,08759E-05;-1,28905E-05;-1,75520E-05;7,54954E-05
965;3,48251E-02;1,81078E-02;2,28019E-02;2,92041E-02;1,78603E-02;7,62880E-03;9,39697E-03;1,18080E-02;1,83688E-04;6,45392E-05;2,38295E-05;-1,27471E-04
966;3,35581E-02;1,80043E-02;2,35770E-02;2,88306E-02;1,78753E-02;7,59438E-03;9,19636E-03;1,22048E-02;-1,69198E-05;-5,19170E-05;-6,05956E-05;-1,00793E-05
967;3,31527E-02;1,80405E-02;2,20651E-02;2,89342E-02;1,68713E-02;7,49763E-03;9,38676E-03;1,17157E-02;5,47973E-05;6,00256E-06;3,07720E-05;-4,66509E-05
968;3,32217E-02;1,75855E-02;2,25689E-02;2,88413E-02;1,69556E-02;7,38847E-03;9,40701E-03;1,22101E-02;3,24128E-04;9,83604E-06;1,98635E-05;-2,79061E-06
969;3,39820E-02;1,75795E-02;2,22432E-02;2,88496E-02;1,68331E-02;7,59140E-03;9,19712E-03;1,21858E-02;1,36892E-04;3,88073E-05;7,49724E-05;1,43612E-04
970;3,33816E-02;1,78123E-02;2,18349E-02;2,89598E-02;1,67625E-02;7,49501E-03;9,57122E-03;1,26262E-02;-7,47451E-05;5,93690E-05;5,30593E-05;-9,77008E-05
971;3,42165E-02;1,80084E-02;2,20214E-02;2,93422E-02;1,72463E-02;7,72588E-03;9,54767E-03;1,28082E-02;-8,57147E-05;-1,66487E-05;4,97132E-05;-4,00307E-05
972;3,51058E-02;1,85830E-02;2,23681E-02;2,94220E-02;1,72055E-02;7,93738E-03;9,67944E-03;1,27654E-02;3,70106E-05;7,32051E-06;-9,15611E-05;-5,23122E-05
973;3,47892E-02;1,87231E-02;2,24687E-02;2,89231E-02;1,80785E-02;8,06994E-03;9,86566E-03;1,32775E-02;2,53904E-06;9,35180E-06;3,41204E-05;9,60771E-05
974;3,43149E-02;1,92838E-02;2,26852E-02;3,01537E-02;1,67637E-02;8,03209E-03;1,01184E-02;1,36145E-02;2,51183E-04;-1,83822E-05;1,33940E-05;2,43292E-05
975;3,52656E-02;1,91719E-02;2,36461E-02;2,99280E-02;1,79121E-02;8,49544E-03;1,02891E-02;1,39743E-02;-1,97848E-04;-5,36591E-05;-3,75511E-05;8,26985E-05
976;3,54256E-02;1,98938E-02;2,36839E-02;2,99593E-02;1,82545E-02;8,40357E-03;1,04673E-02;1,38345E-02;2,38008E-04;-1,42479E-05;-6,22268E-06;1,56736E-04
977;3,69914E-02;1,95841E-02;2,34955E-02;3,10920E-02;1,88928E-02;8,66432E-03;1,05310E-02;1,41866E-02;1,70506E-04;9,62800E-06;-6,30513E-05;-1,73934E-04
978;3,77685E-02;2,02937E-02;2,44992E-02;3,18258E-02;1,90791E-02;8,92628E-03;1,11686E-02;1,47874E-02;2,30780E-04;2,90387E-06;1,28469E-04;7,13336E-05
979;3,95127E-02;2,06242E-02;2,44867E-02;3,19226E-02;1,91455E-02;9,07769E-03;1,10954E-02;1,48330E-02;1,31583E-04;-1,34247E-05;-1,21342E-05;-6,98903E-05
980;3,91354E-02;2,12104E-02;2,48318E-02;3,27863E-02;1,98979E-02;9,32204E-03;1,14095E-02;1,56784E-02;5,12807E-05;4,21607E-06;-2,62664E-05;6,28095E-05
981;4,01063E-02;2,13812E-02;2,49682E-02;3,39044E-02;1,99887E-02;9,56698E-03;1,18227E-02;1,59305E-02;-4,10753E-04;-3,35481E-05;-5,99800E-05;8,20677E-06
982;3,92771E-02;2,13758E-02;2,60509E-02;3,43826E-02;2,13199E-02;9,65036E-03;1,20270E-02;1,58510E-02;4,66870E-04;3,08415E-05;9,95598E-06;1,57816E-04
983;4,11295E-02;2,19927E-02;2,62773E-02;3,42713E-02;2,08983E-02;9,87044E-03;1,18102E-02;1,62159E-02;2,88710E-04;4,18423E-05;-1,63546E-05;-2,24251E-05
984;4,15186E-02;2,19582E-02;2,65685E-02;3,50218E-02;2,08363E-02;1,00264E-02;1,23228E-02;1,63074E-02;-1,10656E-04;3,51188E-05;-8,96488E-05;-1,19575E-04
985;4,24534E-02;2,24289E-02;2,67951E-02;3,48613E-02;2,15867E-02;1,01251E-02;1,24541E-02;1,69374E-02;2,77467E-04;2,11575E-05;5,49265E-05;-7,80001E-05
986;4,20310E-02;2,25170E-02;2,70261E-02;3,56113E-02;2,20306E-02;1,04348E-02;1,25386E-02;1,65647E-02;-4,90702E-04;1,92304E-05;-8,90538E-05;1,09144E-05
987;4,24830E-02;2,28303E-02;2,74210E-02;3,73898E-02;2,22174E-02;1,03117E-02;1,24212E-02;1,70116E-02;1,85880E-04;3,41090E-05;1,55877E-04;-3,79427E-06
988;4,18903E-02;2,29525E-02;2,76997E-02;3,65060E-02;2,31821E-02;1,04654E-02;1,28815E-02;1,68601E-02;2,86514E-04;-2,14646E-05;8,22322E-05;7,58359E-05
989;4,21480E-02;2,35252E-02;2,79016E-02;3,54155E-02;2,25588E-02;1,06472E-02;1,25063E-02;1,70803E-02;-4,56639E-04;1,09964E-04;-7,14673E-05;3,86751E-05
990;4,29495E-02;2,27894E-02;2,74838E-02;3,66299E-02;2,21624E-02;1,05555E-02;1,29602E-02;1,74708E-02;-1,65704E-04;-6,40365E-05;1,02673E-04;-2,96387E-05
991;4,35770E-02;2,33169E-02;2,79644E-02;3,76480E-02;2,27931E-02;1,06837E-02;1,31424E-02;1,71688E-02;2,08832E-04;1,98804E-05;-6,78151E-05;-4,93381E-05
992;4,36243E-02;2,33765E-02;2,77922E-02;3,65317E-02;2,33648E-02;1,05638E-02;1,27880E-02;1,74948E-02;-4,59512E-05;2,27917E-06;7,99968E-05;1,98095E-04
993;4,25967E-02;2,30323E-02;2,75042E-02;3,64130E-02;2,34693E-02;1,04665E-02;1,25070E-02;1,73555E-02;-2,85269E-04;-2,98409E-06;1,20989E-04;-3,93431E-05
994;4,09259E-02;2,23533E-02;2,74451E-02;3,51759E-02;2,16788E-02;1,07355E-02;1,26776E-02;1,77424E-02;-4,71497E-05;3,98696E-06;3,87901E-05;5,33739E-06
995;4,27286E-02;2,27741E-02;2,79155E-02;3,72822E-02;2,33481E-02;1,05361E-02;1,23799E-02;1,68585E-02;-1,34970E-04;2,37689E-05;6,69550E-05;2,94821E-04
996;4,05360E-02;2,26017E-02;2,71077E-02;3,62798E-02;2,19513E-02;1,01869E-02;1,20571E-02;1,64620E-02;-4,28537E-06;-4,53968E-05;1,07281E-06;8,60149E-05
997;4,10158E-02;2,18599E-02;2,63186E-02;3,54292E-02;2,30008E-02;1,01810E-02;1,22733E-02;1,66680E-02;-5,82642E-04;-3,23727E-05;-2,11574E-05;-1,10751E-04
998;4,01460E-02;2,19799E-02;2,67308E-02;3,51983E-02;2,23689E-02;9,97178E-03;1,16659E-02;1,59264E-02;5,69361E-04;6,00073E-05;7,89067E-06;3,07367E-04
999;3,94773E-02;2,10420E-02;2,61132E-02;3,46140E-02;2,18792E-02;9,91478E-03;1,15808E-02;1,57043E-02;-9,54509E-05;-2,36749E-05;1,13163E-04;-2,25221E-04
1000;3,82389E-02;2,03080E-02;2,55822E-02;3,50111E-02;2,11013E-02;9,62836E-03;1,15361E-02;1,53039E-02;1,97812E-04;5,37551E-05;3,56446E-05;1,20133E-04
