;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Name;D65_white;D65_blue;D65_vert;D65_jaune;D50_white;D50_blue;D50_vert;D50_jaune;L1_white;L1_blue;L1_vert;L1_yellow
Correction;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV;UV
Date;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025;17/06/2025
944;2,54984E-02;1,04814E-02;9,06492E-03;1,62608E-02;2,33995E-02;1,05183E-02;9,73917E-03;1,69461E-02;1,13734E-04;-4,89878E-05;-1,91804E-05;-9,51660E-05
945;2,47932E-02;1,01991E-02;8,98286E-03;1,59711E-02;2,27243E-02;1,04442E-02;9,53048E-03;1,64297E-02;-1,30508E-04;2,10147E-05;-4,60730E-06;2,38020E-05
946;2,42861E-02;1,00310E-02;8,58055E-03;1,55224E-02;2,19067E-02;1,01837E-02;9,24804E-03;1,62320E-02;2,22018E-04;-8,90840E-06;-2,16151E-05;1,34769E-04
947;2,34094E-02;9,73122E-03;8,33762E-03;1,48737E-02;2,15199E-02;9,90001E-03;8,84007E-03;1,56934E-02;-1,15381E-04;1,63191E-05;-7,52650E-06;7,95635E-05
948;2,25830E-02;9,24881E-03;7,95868E-03;1,42336E-02;2,05638E-02;9,47726E-03;8,59025E-03;1,50449E-02;1,46948E-04;1,79633E-05;3,16949E-05;-3,95109E-05
949;2,11754E-02;8,97891E-03;7,63375E-03;1,35304E-02;1,96800E-02;9,10674E-03;8,16430E-03;1,44614E-02;2,76216E-04;-3,30369E-06;1,77064E-05;-1,58132E-04
950;2,03057E-02;8,54437E-03;7,16900E-03;1,31636E-02;1,88004E-02;8,94557E-03;7,67389E-03;1,34852E-02;3,98132E-07;6,43803E-07;7,18986E-06;1,48104E-04
951;1,92023E-02;8,14099E-03;6,82834E-03;1,23393E-02;1,78308E-02;8,33038E-03;7,31202E-03;1,29535E-02;3,14660E-04;3,20601E-05;-2,69600E-05;-4,53827E-05
952;1,79880E-02;7,73527E-03;6,36300E-03;1,15299E-02;1,67460E-02;8,02743E-03;6,87799E-03;1,22133E-02;2,33836E-04;1,06699E-05;-1,55448E-05;2,50290E-04
953;1,71401E-02;7,37881E-03;6,00254E-03;1,10034E-02;1,58228E-02;7,63359E-03;6,46032E-03;1,13300E-02;1,21473E-04;1,11091E-06;1,19887E-05;1,06877E-04
954;1,60194E-02;6,97721E-03;5,70138E-03;1,04261E-02;1,45467E-02;7,28968E-03;6,15516E-03;1,09535E-02;3,30203E-04;-3,00715E-05;9,38283E-06;2,70133E-04
955;1,53350E-02;6,73507E-03;5,36867E-03;9,76457E-03;1,41388E-02;6,95840E-03;5,82865E-03;1,03040E-02;4,04843E-05;8,27177E-06;4,75487E-05;-1,69480E-05
956;1,45092E-02;6,49145E-03;5,08191E-03;9,38961E-03;1,34216E-02;6,69432E-03;5,56070E-03;9,99814E-03;3,96323E-05;3,78154E-07;-3,70399E-05;-3,87861E-05
957;1,41327E-02;6,30646E-03;4,82210E-03;8,96598E-03;1,28251E-02;6,48046E-03;5,16336E-03;9,49806E-03;3,31040E-04;1,58312E-05;-2,46587E-05;5,33426E-05
958;1,35873E-02;6,10217E-03;4,65138E-03;8,55883E-03;1,23765E-02;6,19995E-03;4,94304E-03;9,05274E-03;5,96031E-05;-1,50852E-05;-3,62359E-05;2,90087E-05
959;1,29037E-02;5,97466E-03;4,47649E-03;8,30184E-03;1,21440E-02;6,12039E-03;4,77553E-03;8,73559E-03;-8,02067E-05;1,99588E-05;1,02830E-05;-3,00485E-05
960;1,26976E-02;5,84647E-03;4,36657E-03;8,13288E-03;1,17886E-02;6,04383E-03;4,70148E-03;8,54851E-03;-1,94675E-05;-1,10138E-05;3,17565E-05;2,00418E-04
961;1,24251E-02;5,91311E-03;4,19159E-03;7,81219E-03;1,12434E-02;5,97102E-03;4,50203E-03;8,30393E-03;-9,12234E-05;1,26450E-05;-1,13166E-05;3,68736E-05
962;1,25162E-02;5,80365E-03;4,12784E-03;7,81125E-03;1,12861E-02;5,85832E-03;4,40685E-03;8,07465E-03;1,73728E-04;2,53875E-05;-9,36133E-06;1,20657E-04
963;1,27408E-02;5,73466E-03;4,12536E-03;7,78967E-03;1,10695E-02;5,83151E-03;4,29302E-03;8,00124E-03;1,04566E-05;-1,09590E-05;-3,66334E-05;3,01768E-04
964;1,25580E-02;5,85226E-03;4,03573E-03;7,65297E-03;1,12895E-02;5,88083E-03;4,29218E-03;7,99099E-03;2,90545E-05;1,72623E-05;-1,52266E-06;9,75875E-05
965;1,22343E-02;5,84125E-03;4,00458E-03;7,73631E-03;1,09699E-02;5,92006E-03;4,28831E-03;7,96275E-03;4,68300E-05;-2,47070E-05;6,78049E-07;1,42057E-04
966;1,25764E-02;6,01649E-03;4,13165E-03;7,84894E-03;1,11419E-02;6,09567E-03;4,38163E-03;8,10265E-03;1,66468E-04;-3,63739E-05;-1,01648E-05;8,33911E-05
967;1,27502E-02;6,14630E-03;4,12381E-03;7,85156E-03;1,13489E-02;6,05549E-03;4,38028E-03;8,19927E-03;-1,66830E-05;-3,58139E-06;7,38804E-06;3,92305E-05
968;1,29921E-02;6,22686E-03;4,23995E-03;8,03225E-03;1,13099E-02;6,24219E-03;4,39211E-03;8,07771E-03;2,57365E-05;-2,79777E-05;1,43872E-05;-8,30095E-06
969;1,29310E-02;6,35014E-03;4,25357E-03;8,13669E-03;1,15756E-02;6,30212E-03;4,45951E-03;8,31841E-03;1,47201E-04;9,66388E-06;4,16757E-05;2,44859E-04
970;1,35124E-02;6,47948E-03;4,33145E-03;8,22466E-03;1,16415E-02;6,44881E-03;4,46814E-03;8,44216E-03;1,67079E-04;5,84683E-06;3,59517E-05;2,15561E-05
971;1,37172E-02;6,70672E-03;4,45675E-03;8,38386E-03;1,19221E-02;6,68272E-03;4,65158E-03;8,74782E-03;-8,44459E-05;3,93112E-06;2,20321E-05;7,27382E-05
972;1,38480E-02;6,84074E-03;4,48882E-03;8,63005E-03;1,21906E-02;6,78222E-03;4,71382E-03;8,85003E-03;2,99067E-05;-2,69437E-05;-9,44202E-06;5,33413E-05
973;1,41699E-02;6,97382E-03;4,56154E-03;8,80537E-03;1,24231E-02;6,97379E-03;4,76212E-03;9,10800E-03;2,32498E-04;-1,46761E-05;6,04482E-06;1,78172E-05
974;1,43960E-02;7,18034E-03;4,68677E-03;9,04538E-03;1,25451E-02;7,11024E-03;4,91349E-03;9,25797E-03;3,77846E-05;4,94099E-05;-2,25599E-05;2,06513E-04
975;1,49571E-02;7,37052E-03;4,79535E-03;9,08707E-03;1,30856E-02;7,24751E-03;4,98113E-03;9,37632E-03;4,06346E-05;-7,00826E-06;-4,04044E-05;1,73004E-04
976;1,53142E-02;7,53359E-03;4,81131E-03;9,31178E-03;1,33248E-02;7,44095E-03;5,13414E-03;9,65806E-03;3,74423E-05;-1,27275E-05;5,10729E-05;1,21125E-04
977;1,54651E-02;7,68177E-03;5,01108E-03;9,65577E-03;1,36115E-02;7,57555E-03;5,16143E-03;9,88101E-03;-2,03377E-04;4,03753E-06;3,19764E-05;1,74408E-04
978;1,57331E-02;7,88940E-03;5,13527E-03;9,72638E-03;1,38089E-02;7,77498E-03;5,30656E-03;1,01530E-02;-2,18656E-06;-3,45860E-05;1,89404E-05;-8,92091E-05
979;1,61178E-02;8,00770E-03;5,15810E-03;1,00840E-02;1,41384E-02;7,97895E-03;5,42394E-03;1,02814E-02;-9,97684E-05;2,03600E-05;2,41327E-05;-1,88662E-06
980;1,62519E-02;8,21683E-03;5,29895E-03;1,00358E-02;1,45497E-02;8,10433E-03;5,53888E-03;1,05160E-02;1,19254E-04;-2,59228E-05;1,14141E-05;2,81183E-05
981;1,71086E-02;8,36193E-03;5,45209E-03;1,05723E-02;1,46891E-02;8,30536E-03;5,65410E-03;1,05849E-02;-8,19251E-05;-1,75388E-05;-1,05170E-05;1,78998E-04
982;1,70328E-02;8,50362E-03;5,42633E-03;1,04003E-02;1,47578E-02;8,42585E-03;5,70373E-03;1,07834E-02;6,24724E-05;9,06184E-06;-3,37336E-05;1,86084E-04
983;1,72013E-02;8,60502E-03;5,54030E-03;1,06312E-02;1,49638E-02;8,56128E-03;5,76260E-03;1,10436E-02;5,43909E-05;4,32853E-05;3,38680E-05;1,96190E-04
984;1,73261E-02;8,67892E-03;5,58966E-03;1,06748E-02;1,52914E-02;8,58371E-03;5,89218E-03;1,06728E-02;-1,59453E-04;-5,97152E-07;-2,23589E-05;-2,91018E-06
985;1,76028E-02;8,75531E-03;5,61774E-03;1,09951E-02;1,52048E-02;8,74351E-03;5,91280E-03;1,12351E-02;6,49905E-05;3,01695E-05;-5,77284E-06;-5,34070E-05
986;1,75135E-02;8,85163E-03;5,59941E-03;1,09871E-02;1,54729E-02;8,80787E-03;5,96291E-03;1,11505E-02;4,26264E-05;3,96055E-06;-2,00867E-05;3,37610E-05
987;1,77288E-02;8,83201E-03;5,66122E-03;1,09867E-02;1,56899E-02;8,80458E-03;6,02548E-03;1,13302E-02;-1,11323E-04;3,36424E-05;1,41938E-05;2,13876E-04
988;1,74525E-02;8,91931E-03;5,68936E-03;1,10136E-02;1,56233E-02;8,92486E-03;5,99109E-03;1,13371E-02;1,76017E-04;1,23650E-05;2,72825E-05;4,02222E-05
989;1,73665E-02;8,93314E-03;5,73073E-03;1,08081E-02;1,56630E-02;8,89400E-03;5,97393E-03;1,11671E-02;-4,75843E-05;1,57300E-05;2,58607E-05;-8,47623E-05
990;1,75119E-02;8,90154E-03;5,71933E-03;1,07326E-02;1,52768E-02;8,87970E-03;5,91957E-03;1,11965E-02;-2,85836E-04;2,88165E-06;-4,26052E-05;-3,07085E-06
991;1,75040E-02;8,85638E-03;5,59154E-03;1,07843E-02;1,54480E-02;8,74482E-03;5,99737E-03;1,11587E-02;3,49257E-04;5,40541E-06;2,01997E-05;8,34110E-05
992;1,70981E-02;8,62458E-03;5,57207E-03;1,07522E-02;1,54252E-02;8,85514E-03;5,85845E-03;1,11282E-02;4,55307E-05;4,42747E-05;5,46817E-06;9,21171E-05
993;1,67625E-02;8,57522E-03;5,54268E-03;1,05451E-02;1,52900E-02;8,74476E-03;5,87134E-03;1,10191E-02;1,28916E-05;1,46442E-05;5,73680E-05;-3,16708E-05
994;1,67118E-02;8,36761E-03;5,42600E-03;1,04787E-02;1,46085E-02;8,54708E-03;5,80211E-03;1,09488E-02;4,33759E-04;2,49849E-05;-8,35385E-06;-7,49814E-05
995;1,65201E-02;8,25878E-03;5,23963E-03;1,01964E-02;1,43264E-02;8,33363E-03;5,65033E-03;1,06329E-02;-9,88195E-05;1,88752E-05;-3,09195E-05;2,62929E-05
996;1,61055E-02;8,00419E-03;5,11686E-03;9,93727E-03;1,41944E-02;8,19803E-03;5,55452E-03;1,04372E-02;2,66215E-04;3,62840E-06;3,16079E-05;3,34928E-05
997;1,54833E-02;7,78130E-03;5,05646E-03;9,81340E-03;1,38940E-02;7,98568E-03;5,34224E-03;1,03397E-02;-3,93567E-04;2,21594E-05;3,11055E-05;2,75245E-04
998;1,49743E-02;7,52332E-03;4,85764E-03;9,20020E-03;1,35716E-02;7,80401E-03;5,21203E-03;9,92121E-03;4,43458E-05;-1,16894E-05;4,66798E-05;3,81663E-05
999;1,46637E-02;7,41769E-03;4,68093E-03;9,09134E-03;1,30676E-02;7,48297E-03;4,95088E-03;9,60419E-03;-2,73792E-04;-1,50615E-05;-2,50753E-05;-1,71882E-04
1000;1,36535E-02;7,00015E-03;4,41346E-03;8,79399E-03;1,26714E-02;7,32803E-03;4,84231E-03;9,31608E-03;5,86356E-05;2,26958E-05;2,62225E-05;-8,55105E-05
